29382 0 20544 64  1
150741966 0 41926664 8  0
150807739 0 41938952 2560  0
153165439 0 41941512 1528  0
153760536 0 41934848 1024  0
154392143 0 41935872 1024  0
154810968 0 41936896 1024  0
155638062 0 41937920 1024  0
157539647 0 303104 1024  0
157929259 0 304128 1024  0
158817277 0 305152 1024  0
159980937 0 306176 1024  0
160305226 0 307200 1024  0
160665474 0 308224 1024  0
161883352 0 309248 1024  0
162843866 0 310272 1024  0
163160287 0 311296 1024  0
163884034 0 312320 1032  0
164289199 0 313352 1032  0
165236834 0 314384 1008  0
165625659 0 315392 1024  0
166314982 0 316416 1024  0
166853369 0 317440 1024  0
168623286 0 318464 1024  0
168914708 0 319488 1040  0
169217609 0 320528 1024  0
170201406 0 321552 1024  0
171201399 0 322576 1008  0
171572650 0 323584 1024  0
171955093 0 324608 1032  0
172819868 0 325640 1024  0
173802308 0 326664 1016  0
174092377 0 327680 1032  0
174143337 0 328712 1024  0
175148689 0 329736 1032  0
176168160 0 330768 1008  0
176487721 0 331776 1024  0
176837333 0 332800 1024  0
177660720 0 333824 1024  0
179239025 0 334848 1024  0
179732781 0 335872 1024  0
180199035 0 336896 1024  0
180887528 0 337920 1024  0
181559386 0 338944 1024  0
181989991 0 299008 136  0
182041833 0 339968 1024  0
183171069 0 340992 40  0
183210148 0 16384 8  0
183237384 0 24576 104  0
183302236 0 208920 72  0
183447529 0 290232 16  0
183493030 0 8192 16  0
183682311 0 8208 8  0
184045716 0 294912 2424  0
184827063 0 297336 400  0
185697756 0 41926672 512  0
186178881 0 297736 1272  0
186867669 0 344064 344  0
187240182 0 41927184 312  0
187756755 0 344408 2528  0
188438086 0 41927496 416  0
189083398 0 346936 1696  0
190017984 0 41927912 384  0
190198822 0 348632 2504  0
190983410 0 351136 408  0
191956576 0 41928296 104  0
192001467 0 351544 2480  0
193015524 0 354024 1320  0
193961958 0 41928400 328  0
194695370 0 355344 336  0
195434876 0 41928728 432  0
195736108 0 355680 2544  0
196858853 0 358224 408  0
197733777 0 41929160 128  0
197800414 0 358632 1000  0
198461618 0 359632 1696  0
199543743 0 41929288 264  0
199778117 0 361328 2552  0
200923673 0 363880 392  0
201977230 0 364272 1224  0
202791982 0 365496 2240  0
203922480 0 41929552 288  0
204124847 0 367736 1920  0
204986494 0 369656 2144  0
205807555 0 371800 584  0
206650014 0 41929840 312  0
206836806 0 372384 2256  0
207666702 0 374640 472  0
208494718 0 41930152 600  0
208737288 0 375112 2336  0
210019584 0 380928 184  0
210167865 0 377448 2360  0
210895229 0 379808 1120  0
212035964 0 385024 1760  0
212532766 0 381112 304  0
212828520 0 386784 2224  0
213804622 0 389008 1184  0
214521125 0 390192 1368  0
216121408 0 381416 608  0
216540559 0 391560 2512  0
217523803 0 394072 2464  0
218782916 0 396536 656  0
219587011 0 382024 272  0
219764590 0 397192 2520  0
220623237 0 399712 272  0
221230508 0 382296 624  0
221587961 0 399984 2160  0
222446789 0 402144 1552  0
223444145 0 382920 320  0
223645218 0 403696 2144  0
224371626 0 405840 768  0
225094131 0 383240 232  0
225217840 0 406608 2552  0
226525378 0 409160 1408  0
227445471 0 383472 536  0
227781454 0 410568 2120  0
228723356 0 412688 608  0
230156957 0 384008 392  0
230327297 0 413296 2464  0
231538367 0 415760 1560  0
232617373 0 384400 168  0
232732656 0 417320 2328  0
233785003 0 419648 1648  0
234549272 0 384568 456  0
234737422 0 421296 736  0
235496220 0 425984 456  0
235822360 0 422032 2488  0
236588835 0 424520 328  0
236980278 0 426440 432  0
237177839 0 424848 1136  0
237786589 0 430080 1384  0
238539278 0 426872 176  0
238632255 0 431464 2048  0
239313144 0 433512 952  0
240397901 0 427048 136  0
240491559 0 434464 2160  0
241182888 0 436624 704  0
242138755 0 427184 264  0
242254036 0 437328 2464  0
243189868 0 439792 1520  0
244322056 0 427448 144  0
244413360 0 441312 2376  0
245132437 0 443688 456  0
245555670 0 427592 256  0
245978703 0 444144 1688  0
246973607 0 427848 760  0
247216143 0 445832 2360  0
248349326 0 448192 456  0
249343484 0 428608 488  0
249586240 0 448648 2536  0
251136792 0 451184 2336  0
251836524 0 429096 296  0
252372095 0 453520 1944  0
253054376 0 455464 1232  0
253839713 0 429392 184  0
253996775 0 456696 2216  0
254956872 0 458912 1872  0
256306968 0 460784 2512  0
257557707 0 463296 1136  0
258032533 0 429576 72  0
258649289 0 464432 2480  0
259385661 0 429648 376  0
259778717 0 466912 2280  0
260843851 0 469192 1072  0
261584851 0 430024 56  0
261731780 0 471040 40  0
261777194 0 470264 776  0
262254310 0 475136 1624  0
263165468 0 471080 528  0
263399090 0 476760 1984  0
264179652 0 478744 808  0
265137791 0 471608 184  0
265311556 0 479552 2136  0
266273737 0 481688 704  0
267028424 0 471792 440  0
267197654 0 482392 2216  0
267984739 0 484608 440  0
268649834 0 472232 336  0
268789657 0 485048 2416  0
269536662 0 487464 616  0
270312248 0 472568 288  0
270449960 0 488080 2128  0
271235537 0 490208 1400  0
271996716 0 472856 168  0
272086181 0 491608 2464  0
272898358 0 494072 544  0
273539932 0 473024 144  0
273625557 0 494616 2392  0
274333097 0 497008 344  0
275000149 0 473168 80  0
275044183 0 497352 2368  0
276007306 0 499720 1832  0
277267098 0 473248 208  0
277393938 0 501552 1984  0
278258948 0 503536 1376  0
279221776 0 473456 496  0
279455422 0 504912 2280  0
280216700 0 507192 640  0
281046364 0 473952 272  0
281246460 0 507832 2528  0
282179825 0 510360 840  0
283043380 0 474224 152  0
283193630 0 511200 2424  0
284376519 0 513624 2096  0
285119857 0 515720 1200  0
285896145 0 474376 208  0
286000789 0 516920 2432  0
287001617 0 519352 864  0
287822028 0 474584 288  0
288143461 0 520216 2416  0
289005001 0 522632 648  0
289870002 0 474872 264  0
290187634 0 523280 2336  0
291092308 0 528024 504  0
291599140 0 525616 2408  0
292663598 0 532480 576  0
293337904 0 528528 32  0
293382093 0 533056 2464  0
294430713 0 535520 272  0
295300962 0 528560 176  0
295394526 0 535792 2544  0
296325462 0 538336 1472  0
297451314 0 528736 160  0
297535159 0 539808 2528  0
298761511 0 542336 2104  0
299382365 0 528896 264  0
299993728 0 544440 2168  0
300850339 0 529160 168  0
300905532 0 546608 2232  0
301597633 0 548840 336  0
302301118 0 529328 592  0
302574613 0 549176 2512  0
303590543 0 551688 616  0
304742545 0 529920 592  0
304962668 0 552304 2072  0
305748000 0 554376 688  0
306494023 0 530512 616  0
306728353 0 555064 2160  0
307707079 0 557224 2144  0
309193476 0 531128 376  0
309452431 0 559368 2272  0
310406382 0 561640 432  0
311270430 0 531504 200  0
311388361 0 562072 2504  0
312430754 0 564576 672  0
313463688 0 531704 216  0
313586593 0 565248 2136  0
314316124 0 567384 832  0
314774747 0 531920 256  0
315130573 0 568216 1288  0
315855346 0 532176 304  0
316001699 0 569504 2048  0
317023562 0 573440 400  0
317204894 0 571552 1888  0
318585471 0 577536 2256  0
318622836 0 20608 64  1
319365309 0 579792 1032  0
322052634 0 573840 264  0
322299126 0 580824 560  0
322907391 0 574104 232  0
323036975 0 581384 2472  0
324051682 0 583856 1776  0
325295582 0 574336 672  0
325663104 0 585632 2432  0
327024933 0 588064 2480  0
328129401 0 575008 664  0
328772762 0 590544 1648  0
329578584 0 592192 2184  0
330743292 0 575672 144  0
330850460 0 594376 2424  0
331695081 0 596800 496  0
332605145 0 575816 448  0
332776972 0 597296 2376  0
333676844 0 599672 1032  0
334445791 0 576264 776  0
334682459 0 600704 2184  0
335676176 0 602888 2328  0
336400336 0 605216 1264  0
337275908 0 577040 496  0
337537818 0 606480 2432  0
338594621 0 610304 248  0
338712736 0 608912 1392  0
339597096 0 614400 2408  0
340306396 0 610552 272  0
340884180 0 616808 1840  0
341795341 0 610824 544  0
342014045 0 618648 2248  0
343208926 0 620896 1072  0
344169195 0 611368 608  0
344390161 0 621968 2432  0
345317856 0 624400 488  0
346151410 0 611976 368  0
346306357 0 624888 2344  0
347243737 0 627232 1040  0
347784352 0 612344 16  0
347877290 0 628272 400  0
348225175 0 612360 320  0
348653020 0 628672 2272  0
349831995 0 612680 256  0
349971502 0 630944 2272  0
350884142 0 633216 1112  0
351728132 0 612936 136  0
351813187 0 634328 2424  0
352688949 0 636752 1008  0
353709148 0 613072 544  0
353928255 0 637760 2384  0
354996149 0 640144 1888  0
356029625 0 613616 296  0
356165042 0 642032 2240  0
357060412 0 644272 1392  0
357885335 0 613912 96  0
357959504 0 645664 2288  0
358782202 0 647952 328  0
359190555 0 614008 392  0
359396741 0 648280 552  0
359991444 0 651264 144  0
360072508 0 648832 2432  0
360856411 0 655360 1032  0
361153335 0 656392 1032  0
361840992 0 657424 376  0
362372230 0 651408 272  0
362497489 0 657800 2056  0
363224721 0 659856 1528  0
364001724 0 651680 144  0
364085549 0 661384 776  0
364971693 0 662160 2472  0
366091001 0 651824 384  0
366332235 0 664632 2144  0
367371495 0 666776 1832  0
368272983 0 652208 176  0
368371231 0 668608 2376  0
369190462 0 670984 304  0
369715292 0 652384 224  0
369821893 0 671288 2320  0
370510617 0 673608 496  0
371146781 0 652608 144  0
371231563 0 674104 2416  0
372126249 0 676520 696  0
372977123 0 652752 224  0
373104296 0 677216 2504  0
373931016 0 679720 1016  0
374481799 0 652976 448  0
